Date,'Daily Deaths',predictedDaily,Daily
2020-04-29,71,1875,1875
2020-04-30,67,1621,1621
2020-05-01,77,1558,1642
2020-05-02,66,2185,2185
2020-05-03,88,2967,2967
2020-05-04,83,8455.5,2712
2020-05-05,194,5220.5,3875
2020-05-06,111,2680,2680
2020-05-07,89,15939.5,3561
2020-05-08,103,6424.333333,3390
2020-05-09,95,7516.5,3320
2020-05-10,128,3277,3277
2020-05-11,97,13909,4213
2020-05-12,87,8370,3604
2020-05-13,122,3525,3525
2020-05-14,134,4144,3722
2020-05-15,100,11429.333333,3967
2020-05-16,103,6424.333333,3740
2020-05-17,120,11304,4927
2020-05-18,157,5122,5122
2020-05-19,134,4144,4566
2020-05-20,140,6425,6425
2020-05-21,132,5609,5609
2020-05-22,148,6088,6088
2020-05-23,137,10622.5,6654
2020-05-24,147,6767,6767
2020-05-25,154,23351.5,6977
2020-05-26,146,6535,6535
2020-05-27,170,6387,6387
2020-05-28,194,5220.5,6566
2020-05-29,175,11312,7466
2020-05-30,265,7964,7964
2020-05-31,193,8380,8380
2020-06-01,230,8392,8392
2020-06-02,204,8171,8171
2020-06-03,217,13543,8909
2020-06-04,260,9304,9304
2020-06-05,273,9851,9851
2020-06-06,294,9887,9887
2020-06-07,287,9971,9971
2020-06-08,206,9983,9983
2020-06-09,331,9987,9987
2020-06-10,279,16246,9985
2020-06-11,357,9996,9996
2020-06-12,396,10956,10956
2020-06-13,386,11458,11458
2020-06-14,311,11929,11929
2020-06-15,325,11502,11502
2020-06-16,380,15063,10667
2020-06-17,2003,10974,10974
2020-06-18,334,12881,12881
2020-06-19,336,21241.333333,13586
2020-06-20,375,14516,14516
2020-06-21,306,15413,15413
2020-06-22,445,14821,14821
2020-06-23,312,34119.666667,14933
2020-06-24,465,15968,15968
2020-06-25,418,17722,16922
2020-06-26,407,17296,17296
2020-06-27,384,18552,18552
2020-06-28,410,19906,19906
2020-06-29,380,15063,19459
2020-06-30,418,17722,18522
2020-07-01,507,18653,18653
2020-07-02,434,19148,19148
2020-07-03,379,20903,20903
2020-07-04,442,26388.5,22771
2020-07-05,613,24850,24850
2020-07-06,425,24248,24248
2020-07-07,467,22252,22252
2020-07-08,482,29960.333333,22752
2020-07-09,487,24879,24879
2020-07-10,475,26506,26506
2020-07-11,519,27114,27114
2020-07-12,551,38452.5,28637
2020-07-13,500,28701,28701
2020-07-14,553,28498,28498
2020-07-15,582,29429,29429
2020-07-16,606,32695,32695
2020-07-17,687,34956,34956
2020-07-18,671,34884,34884
2020-07-19,543,38902,38902
2020-07-20,681,40425,40425
2020-07-21,587,41969,37148
2020-07-22,648,37724,37724
2020-07-23,1129,66114,45720
2020-07-24,740,49310,49310
2020-07-25,757,48916,48916
2020-07-26,705,48661,48661
2020-07-27,708,49931,49931
2020-07-28,654,47703,47703
2020-07-29,768,48513,48513
2020-07-30,775,52123,52123
2020-07-31,779,55078,55078
2020-08-01,764,57118,57118
2020-08-02,853,54735,54735
2020-08-03,771,52972,52972
2020-08-04,803,52050,52050
2020-08-05,857,52509,52509
2020-08-06,904,112597,56282
2020-08-07,886,62538,62538
2020-08-08,933,61537,61537
2020-08-09,861,64399,64399
2020-08-10,1007,63308.5,62064
2020-08-11,871,53601,53601
2020-08-12,834,60963,60963
2020-08-13,942,66999,66999
2020-08-14,1007,63308.5,64553
2020-08-15,996,65002,65002
2020-08-16,944,63490,63490
2020-08-17,941,57981,57981
2020-08-18,876,55079,55079
2020-08-19,1092,64531,64531
2020-08-20,977,69652,69652
2020-08-21,983,68898,68898
2020-08-22,945,69878,69878
2020-08-23,912,69239,69239
2020-08-24,836,61408,61408
2020-08-25,848,60975,60975
2020-08-26,1059,67151,67151
2020-08-27,1023,75760,75760
2020-08-28,1057,77266,77266
2020-08-29,1021,76472,76472
2020-08-30,948,78761,78761
2020-08-31,971,78518,78512
2020-09-01,819,69921,69921
2020-09-02,1045,78357,78357
2020-09-03,1043,83883,83883
2020-09-04,1096,83341,83341
2020-09-05,1089,85897,86432
2020-09-06,1065,90632,90632
2020-09-07,1016,90802,90802
2020-09-08,1133,84207,75809
2020-09-09,1115,89706,89706
2020-09-10,1172,95735,95735
2020-09-11,1209,96551,96551
2020-09-12,1201,97570,97570
2020-09-13,1114,94372,94372
2020-09-14,1136,92071,92071
2020-09-15,1054,83809,83809
2020-09-16,1290,90123,90123
2020-09-17,1132,97894,97894
2020-09-18,1174,96424,96424
2020-09-19,1247,93337,93337
2020-09-20,1133,84207,92605
2020-09-21,1130,86961,86961
2020-09-22,1053,75083,75083
2020-09-23,1085,83347,83347
2020-09-24,1129,66114,86508
2020-09-25,1141,86052,86052
2020-09-26,1089,85897,85362
2020-09-27,1124,88600,88600
2020-09-28,1039,82170,82170
2020-09-29,776,70589,70589
2020-09-30,1179,80472,80472
2020-10-01,1181,86821,86821
2020-10-02,1095,81484,81484
2020-10-03,1069,79476,79476
2020-10-04,940,75829,75829
2020-10-05,903,74442,74442
2020-10-06,884,61267,61267
2020-10-07,986,72049,72049
2020-10-08,971,78518,78524
2020-10-09,964,70496,70496
2020-10-10,926,73272,73272
2020-10-11,918,74383,74383
2020-10-12,816,66732,66732
2020-10-13,706,55342,55342
2020-10-14,730,63509,63509
2020-10-15,680,67708,67708
2020-10-16,895,63371,63371
2020-10-17,837,62212,62212
2020-10-18,1033,61871,61871
2020-10-19,579,55722,55722
2020-10-20,587,41969,46790
2020-10-21,717,54044,54044
2020-10-22,702,55839,55839
2020-10-23,690,54366,54366
2020-10-24,650,53370,53370
2020-10-25,578,50129,50129
2020-10-26,480,41561.5,45148
2020-10-27,488,36470,36470
2020-10-28,508,43893,43893
2020-10-29,517,49881,49881
2020-10-30,563,48648,48648
2020-10-31,551,38452.5,48268
2020-11-01,470,46963,46963
2020-11-02,496,43520.5,45231
2020-11-03,490,42106.5,38310
2020-11-04,514,46253,46253
2020-11-05,704,50210,50210
2020-11-06,670,47638,47638
2020-11-07,577,50356,50356
2020-11-08,559,45674,45674
2020-11-09,490,42106.5,45903
2020-11-10,448,38073,38073
2020-11-11,512,40466.5,44281
2020-11-12,550,47905,47905
2020-11-13,547,44879,44879
2020-11-14,520,44684,44684
2020-11-15,447,41100,41100
2020-11-16,435,30548,30548
2020-11-17,449,29163,29163
2020-11-18,474,38617,38617
2020-11-19,585,45576,45576
2020-11-20,584,45882,45882
2020-11-21,564,46232,46232
2020-11-22,501,40906.5,45209
2020-11-23,511,44059,44059
2020-11-24,480,41561.5,37975
2020-11-25,481,44376,44376
2020-11-26,524,44489,44489
2020-11-27,492,43082,43082
2020-11-28,485,41322,41322
2020-11-29,496,43520.5,41810
2020-11-30,443,38772,38772
2020-12-01,482,29960.333333,31118
2020-12-02,501,40906.5,36604
2020-12-03,526,35551,35551
2020-12-04,540,36595,36595
2020-12-05,512,40466.5,36652
2020-12-06,482,29960.333333,36011
2020-12-07,391,31617.5,32981
2020-12-08,385,26567,26567
2020-12-09,402,32080,32080
2020-12-10,412,31521,31521
2020-12-11,414,29398,29398
2020-12-12,442,26388.5,30006
2020-12-13,391,31617.5,30254
2020-12-14,336,21241.333333,27071
2020-12-15,354,37742,22004
2020-12-16,387,26443,26443
2020-12-17,355,24010,24010
2020-12-18,338,22890,22890
2020-12-19,347,25152,25152
2020-12-20,341,26624,26624
2020-12-21,333,28828.5,26921
2020-12-22,301,10186,10186
2020-12-23,333,28828.5,30736
2020-12-24,312,34119.666667,24712
2020-12-25,336,21241.333333,23067
2020-12-26,251,37874.5,22273
2020-12-27,279,16246,18732
2020-12-28,279,16246,20021
2020-12-29,252,16432,16432
2020-12-30,286,20549,20549
2020-12-31,299,21822,21822
2021-01-01,256,20035,20035
2021-01-02,224,19079,19079
2021-01-03,217,13543,18177
2021-01-04,214,16504,16504
2021-01-05,201,17510,16375
2021-01-06,264,18088,18088
2021-01-07,222,20346,20346
2021-01-08,234,18139,18139
2021-01-09,228,18222,18222
2021-01-10,201,17510,18645
2021-01-11,161,20815.5,16311
2021-01-12,167,12584,12584
2021-01-13,202,15968,15968
2021-01-14,198,16946,16946
2021-01-15,191,15590,15590
2021-01-16,175,11312,15158
2021-01-17,181,15144,15144
2021-01-18,145,13788,13788
2021-01-19,137,10622.5,10064
2021-01-20,162,13823,13823
2021-01-21,151,15223,15223
2021-01-22,163,16700,14545
2021-01-23,152,14256,14256
2021-01-24,155,14849,14849
2021-01-25,131,16070,7648
2021-01-26,117,14657,14657
2021-01-27,137,10622.5,12689
2021-01-28,123,11666,11666
2021-01-29,163,16700,18855
2021-01-30,137,10622.5,13083
2021-01-31,127,13052,13052
2021-02-01,118,18369.5,10448
2021-02-02,94,10340.5,9614
2021-02-03,110,11039,11039
2021-02-04,107,12899,12899
2021-02-05,120,11304,12408
2021-02-06,95,7516.5,11713
2021-02-07,78,10584.333333,12059
2021-02-08,84,11831,11831
2021-02-09,78,10584.333333,9110
2021-02-10,94,10340.5,11067
2021-02-11,108,13711.5,9096
2021-02-12,87,8370,13136
2021-02-13,103,6424.333333,12143
2021-02-14,92,12194,12194
2021-02-15,90,12956.5,11649
2021-02-16,81,9121,9121
2021-02-17,100,11429.333333,11610
2021-02-18,101,10576,7159
2021-02-19,97,13909,18915
2021-02-20,101,10576,13993
2021-02-21,90,12956.5,14264
2021-02-22,83,8455.5,14199
2021-02-23,78,10584.333333,10584
2021-02-24,104,26214,26214
2021-02-25,138,4266,4266
2021-02-26,120,11304,16577
2021-02-27,113,16692.666667,16488
2021-02-28,113,16692.666667,16752
2021-03-01,106,14418,14418
2021-03-02,91,13378,13378
2021-03-03,98,4078,4078
2021-03-04,89,15939.5,28318
2021-03-05,113,16692.666667,16838
2021-03-06,108,13711.5,18327
2021-03-07,100,11429.333333,18711
2021-03-08,97,13909,18599
2021-03-09,77,1558,1474
2021-03-10,133,31835,31835
2021-03-11,0,5.901961,0
2021-03-12,126,22854,22854
2021-03-13,257,53642.5,48167
2021-03-14,161,20815.5,25320
2021-03-15,118,18369.5,26291
2021-03-16,131,16070,24492
2021-03-17,188,34928,28903
2021-03-18,172,35871,35871
2021-03-19,154,23351.5,39726
2021-03-20,188,34928,40953
2021-03-21,197,43846,43846
2021-03-22,212,46951,46951
2021-03-23,199,40715,40715
2021-03-24,275,47262,47262
2021-03-25,251,37874.5,53476
2021-03-26,257,53642.5,59118
2021-03-27,291,65139,62258
2021-03-28,312,34119.666667,62714
2021-03-29,291,65139,68020
2021-03-30,271,56211,56211
2021-03-31,354,37742,53480
2021-04-01,459,76806,76806
2021-04-02,469,76990,76990
2021-04-03,714,89129,89129
2021-04-04,513,93249,93249
2021-04-05,478,103558,103558
2021-04-06,446,96982,96982
2021-04-07,630,115736,115736
2021-04-08,685,126789,126789
2021-04-09,780,131968,131968
2021-04-10,794,145384,145384
2021-04-11,839,152879,152879
2021-04-12,904,112597,168912
2021-04-13,879,161736,161736
2021-04-14,1027,184372,184372
2021-04-15,1038,200739,200739
2021-04-16,1185,217353,217353
2021-04-17,1341,234692,234692
2021-04-18,1501,261500,261500
2021-04-19,1619,273810,273810
2021-04-20,1761,259170,259170
2021-04-21,2023,295041,295041
2021-04-22,2104,314835,314835
2021-04-23,2263,332730,332730
2021-04-24,2624,346786,346786
2021-04-25,2767,349691,349691
2021-04-26,2812,352991,352991
2021-04-27,2771,323144,323144
2021-04-28,3293,360960,360960
2021-04-29,3645,379257,379257
2021-04-30,3498,386452,386452
2021-05-01,3523,401993,401993
2021-05-02,3689,392488,392488
2021-05-03,3417,368147,368147
2021-05-04,3449,357229,357229
2021-05-05,3780,382315,382315
2021-05-06,3980,412262,412262
2021-05-07,3915,414188,414188
2021-05-08,4187,401078,401078
2021-05-09,4092,403738,403738
2021-05-10,3754,366161,366161
2021-05-11,3876,329942,329942
2021-05-12,4205,348421,348421
2021-05-13,4120,362727,362727
2021-05-14,4000,343144,343144
2021-05-15,3890,326098,326098
2021-05-16,4077,311170,311170
